datetime,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,surface_pressure,cloud_cover,windspeed_10m,winddirection_10m,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,aerosol_optical_depth,dust,uv_index
2025-10-11 23:00:00+00:00,23.9,86,21.5,27.6,0.0,0.0,0.0,1011.3,0,6.3,360,52.7,33.6,267.0,20.8,12.3,44.0,0.3,34.0,0.0
2025-10-12 00:00:00+00:00,23.6,90,21.9,27.6,0.0,0.0,0.0,1011.6,0,5.6,360,52.2,33.2,246.0,20.0,13.2,43.0,0.29,33.0,0.0
2025-10-12 01:00:00+00:00,23.7,89,21.7,27.7,0.0,0.0,0.0,1012.0,0,5.5,347,51.2,32.0,640.0,25.4,13.6,38.0,0.28,32.0,0.0
2025-10-12 02:00:00+00:00,23.6,88,21.6,27.6,0.0,0.0,0.0,1012.5,0,4.8,335,53.9,35.0,1183.0,32.5,14.4,32.0,0.29,31.0,0.15
2025-10-12 03:00:00+00:00,24.9,80,21.3,28.9,0.0,0.0,0.0,1013.1,0,3.7,321,57.2,39.3,1467.0,34.9,16.3,39.0,0.29,32.0,0.95
2025-10-12 04:00:00+00:00,27.4,64,19.9,30.5,0.0,0.0,0.0,1013.2,0,4.9,324,63.8,38.8,1229.0,27.9,20.8,69.0,0.3,37.0,2.55
2025-10-12 05:00:00+00:00,30.1,42,16.0,31.4,0.0,0.0,0.0,1013.2,0,5.1,306,68.7,39.6,732.0,16.2,26.5,111.0,0.31,43.0,4.7
2025-10-12 06:00:00+00:00,31.6,34,13.9,33.0,0.0,0.0,0.0,1013.2,0,5.8,265,60.5,34.6,352.0,7.3,29.8,144.0,0.32,49.0,6.5
2025-10-12 07:00:00+00:00,32.5,30,12.6,33.8,0.0,0.0,0.0,1012.2,0,6.9,245,61.2,32.8,251.0,4.3,28.7,160.0,0.35,53.0,7.3
2025-10-12 08:00:00+00:00,33.0,28,12.1,33.9,0.0,0.0,0.0,1011.4,0,8.8,237,63.6,32.9,268.0,4.1,25.2,168.0,0.38,57.0,6.7
2025-10-12 09:00:00+00:00,33.1,26,11.1,33.2,0.0,0.0,0.0,1010.5,6,10.6,235,63.8,33.4,298.0,4.7,22.5,171.0,0.42,58.0,5.0
2025-10-12 10:00:00+00:00,33.0,24,9.7,31.9,0.0,0.0,0.0,1010.0,9,11.0,238,62.9,34.0,297.0,4.9,22.0,171.0,0.45,57.0,2.95
2025-10-12 11:00:00+00:00,32.5,23,8.5,30.6,0.0,0.0,0.0,1009.7,4,10.0,247,61.7,34.5,309.0,6.0,22.2,166.0,0.47,53.0,1.25
2025-10-12 12:00:00+00:00,32.1,21,7.3,30.0,0.0,0.0,0.0,1010.1,1,9.3,262,66.8,38.5,365.0,9.5,22.6,155.0,0.48,54.0,0.3
2025-10-12 13:00:00+00:00,30.6,31,11.6,29.8,0.0,0.0,0.0,1010.3,0,8.7,278,62.4,41.2,508.0,17.3,20.9,128.0,0.45,47.0,0.0
2025-10-12 14:00:00+00:00,28.7,47,16.3,29.6,0.0,0.0,0.0,1010.8,0,8.6,292,59.8,43.3,695.0,28.2,18.5,91.0,0.41,37.0,0.0
2025-10-12 15:00:00+00:00,27.7,56,18.0,29.6,0.0,0.0,0.0,1011.4,0,6.8,295,60.1,43.8,822.0,36.5,16.7,63.0,0.36,30.0,0.0
2025-10-12 16:00:00+00:00,26.9,63,19.3,29.4,0.0,0.0,0.0,1011.8,0,7.1,286,60.8,44.7,847.0,40.3,16.0,53.0,0.32,28.0,0.0
2025-10-12 17:00:00+00:00,26.4,65,19.4,29.0,0.0,0.0,0.0,1012.0,0,6.9,276,61.5,45.8,812.0,41.5,15.9,52.0,0.29,29.0,0.0
2025-10-12 18:00:00+00:00,25.7,72,20.3,28.8,0.0,0.0,0.0,1012.4,0,6.3,288,62.9,46.8,738.0,40.9,15.5,53.0,0.26,29.0,0.0
2025-10-12 19:00:00+00:00,25.2,76,20.8,28.4,0.0,0.0,0.0,1012.1,0,7.0,310,63.6,47.6,604.0,38.2,14.5,52.0,0.26,27.0,0.0
2025-10-12 20:00:00+00:00,24.6,82,21.2,28.0,0.0,0.0,0.0,1012.1,0,7.3,322,61.0,46.9,430.0,33.6,13.3,53.0,0.26,25.0,0.0
2025-10-12 21:00:00+00:00,24.3,86,21.8,28.0,0.0,0.0,0.0,1011.7,0,7.6,332,56.9,44.0,299.0,28.6,12.2,55.0,0.27,23.0,0.0
2025-10-12 22:00:00+00:00,24.0,90,22.3,27.9,0.0,0.0,0.0,1011.7,0,7.7,332,54.0,41.2,200.0,22.2,11.2,61.0,0.27,23.0,0.0
2025-10-12 23:00:00+00:00,23.8,90,22.1,27.5,0.0,0.0,0.0,1011.6,0,8.2,334,52.0,38.8,142.0,15.3,10.3,68.0,0.27,23.0,0.0
2025-10-13 00:00:00+00:00,23.5,88,21.4,26.9,0.0,0.0,0.0,1011.8,0,7.4,342,50.8,36.9,240.0,13.0,9.9,70.0,0.29,24.0,0.0
2025-10-13 01:00:00+00:00,23.3,88,21.2,26.8,0.0,0.0,0.0,1012.1,0,6.6,339,50.1,36.0,679.0,20.1,10.8,62.0,0.28,23.0,0.0
2025-10-13 02:00:00+00:00,23.2,87,21.0,26.8,0.0,0.0,0.0,1012.6,0,5.4,334,52.4,38.2,1274.0,29.4,12.2,52.0,0.27,23.0,0.15
2025-10-13 03:00:00+00:00,24.8,79,20.9,28.6,0.0,0.0,0.0,1013.1,0,3.6,340,54.2,41.3,1576.0,33.4,13.8,53.0,0.25,23.0,0.95
2025-10-13 04:00:00+00:00,27.6,65,20.5,30.9,0.0,0.0,0.0,1013.5,0,5.1,293,55.1,36.8,1293.0,26.8,15.9,76.0,0.25,25.0,2.6
2025-10-13 05:00:00+00:00,30.0,47,17.4,31.6,0.0,0.0,0.0,1013.5,0,7.3,277,49.5,33.3,717.0,14.9,18.3,110.0,0.24,27.0,4.75
2025-10-13 06:00:00+00:00,31.6,36,14.7,32.7,0.0,0.0,0.0,1013.4,0,9.7,254,47.0,31.3,284.0,5.9,19.8,137.0,0.25,29.0,6.6
2025-10-13 07:00:00+00:00,32.2,34,14.2,33.4,0.0,0.0,0.0,1012.7,0,10.9,248,43.9,28.9,180.0,3.2,19.8,150.0,0.27,29.0,7.45
2025-10-13 08:00:00+00:00,32.5,32,13.8,33.4,0.0,0.0,0.0,1011.9,0,12.2,245,42.1,28.0,218.0,3.4,18.9,156.0,0.29,27.0,6.9
2025-10-13 09:00:00+00:00,32.3,32,13.7,32.8,0.0,0.0,0.0,1011.2,5,13.0,243,42.3,28.5,269.0,4.4,18.4,158.0,0.33,26.0,5.15
2025-10-13 10:00:00+00:00,32.0,32,13.4,31.6,0.0,0.0,0.0,1010.6,12,12.8,244,42.6,29.2,280.0,5.3,18.9,157.0,0.37,25.0,3.05
2025-10-13 11:00:00+00:00,31.3,34,13.5,30.6,0.0,0.0,0.0,1010.2,1,12.7,249,42.7,29.7,304.0,6.9,19.8,151.0,0.4,24.0,1.25
2025-10-13 12:00:00+00:00,30.8,35,13.8,30.4,0.0,0.0,0.0,1010.3,1,10.8,259,54.5,38.0,374.0,10.3,21.6,138.0,0.49,30.0,0.3
2025-10-13 13:00:00+00:00,29.8,42,15.5,30.4,0.0,0.0,0.0,1010.5,0,8.5,272,54.0,40.0,534.0,16.6,20.3,116.0,0.47,27.0,0.0
2025-10-13 14:00:00+00:00,28.6,53,18.1,30.7,0.0,0.0,0.0,1010.9,0,6.0,277,53.8,42.0,740.0,25.6,18.6,85.0,0.44,23.0,0.0
2025-10-13 15:00:00+00:00,27.7,61,19.4,30.5,0.0,0.0,0.0,1011.5,0,5.1,288,54.0,42.5,896.0,34.0,17.4,60.0,0.4,20.0,0.0
2025-10-13 16:00:00+00:00,27.0,65,19.9,30.1,0.0,0.0,0.0,1011.8,0,4.4,279,54.9,44.1,979.0,41.8,17.5,46.0,0.37,19.0,0.0
2025-10-13 17:00:00+00:00,26.3,70,20.4,29.4,0.0,0.0,0.0,1011.8,0,6.2,291,57.0,46.6,1012.0,49.0,18.2,37.0,0.34,18.0,0.0
2025-10-13 18:00:00+00:00,25.4,76,20.8,28.8,0.0,0.0,0.0,1011.7,0,6.4,292,59.6,49.0,962.0,52.2,18.4,32.0,0.31,18.0,0.0
2025-10-13 19:00:00+00:00,25.0,78,20.9,28.2,0.0,0.0,0.0,1011.6,0,7.7,309,60.1,49.9,767.0,49.2,17.5,32.0,0.29,17.0,0.0
2025-10-13 20:00:00+00:00,24.4,80,20.8,27.5,0.0,0.0,0.0,1011.1,0,7.8,328,56.8,47.5,488.0,42.3,16.0,36.0,0.27,17.0,0.0
2025-10-13 21:00:00+00:00,24.2,80,20.5,27.1,0.0,0.0,0.0,1010.9,0,8.0,329,53.3,44.0,281.0,34.8,14.5,42.0,0.26,16.0,0.0
2025-10-13 22:00:00+00:00,24.1,79,20.3,26.9,0.0,0.0,0.0,1010.4,0,8.6,324,50.2,40.5,182.0,26.2,12.9,51.0,0.26,16.0,0.0
2025-10-13 23:00:00+00:00,23.9,81,20.5,26.6,0.0,0.0,0.0,1010.2,0,9.5,333,47.4,37.8,155.0,17.0,11.3,62.0,0.27,16.0,0.0
2025-10-14 00:00:00+00:00,23.5,86,21.1,26.6,0.0,0.0,0.0,1010.3,0,8.9,346,47.1,37.6,239.0,15.6,11.7,60.0,0.26,16.0,0.0
2025-10-14 01:00:00+00:00,23.6,88,21.5,26.9,0.0,0.0,0.0,1010.7,0,8.8,345,46.9,37.1,556.0,22.8,12.4,53.0,0.26,16.0,0.0
2025-10-14 02:00:00+00:00,23.7,88,21.5,27.1,0.0,0.0,0.0,1011.2,0,8.6,340,50.4,40.3,984.0,32.3,13.5,45.0,0.25,16.0,0.15
2025-10-14 03:00:00+00:00,25.1,80,21.5,28.8,0.0,0.0,0.0,1011.7,0,6.2,339,54.0,44.6,1205.0,36.1,14.8,49.0,0.24,17.0,0.95
2025-10-14 04:00:00+00:00,27.6,67,21.0,30.8,0.0,0.0,0.0,1012.1,0,7.9,325,55.6,41.6,1007.0,28.7,16.5,75.0,0.23,18.0,2.55
2025-10-14 05:00:00+00:00,30.0,49,18.0,31.6,0.0,0.0,0.0,1012.0,0,8.4,315,49.1,35.0,602.0,15.6,18.4,112.0,0.22,20.0,4.7
2025-10-14 06:00:00+00:00,32.0,34,14.2,33.2,0.0,0.0,0.0,1011.8,0,7.5,300,38.3,27.8,299.0,5.8,19.7,142.0,0.23,20.0,6.6
2025-10-14 07:00:00+00:00,33.1,28,11.9,34.3,0.0,0.0,0.0,1010.9,0,5.9,270,34.0,25.0,236.0,2.9,19.7,156.0,0.25,19.0,7.4
2025-10-14 08:00:00+00:00,33.5,27,11.8,34.4,0.0,0.0,0.0,1009.8,0,8.3,246,33.2,25.0,276.0,3.3,19.0,163.0,0.28,17.0,6.8
2025-10-14 09:00:00+00:00,33.4,29,12.7,33.8,0.0,0.0,0.0,1009.0,3,11.5,235,33.6,25.8,319.0,4.4,18.6,165.0,0.3,15.0,5.15
2025-10-14 10:00:00+00:00,32.9,29,12.3,32.2,0.0,0.0,0.0,1008.4,36,13.6,235,34.3,26.5,317.0,5.1,19.0,164.0,0.32,15.0,3.05
2025-10-14 11:00:00+00:00,32.0,30,12.2,30.6,0.0,0.0,0.0,1008.5,2,13.6,259,34.6,26.8,318.0,6.5,19.6,158.0,0.33,15.0,1.3
2025-10-14 12:00:00+00:00,30.9,34,13.4,30.4,0.0,0.0,0.0,1008.7,0,10.6,266,34.1,26.9,365.0,8.8,19.7,148.0,0.32,13.0,0.3
2025-10-14 13:00:00+00:00,29.1,56,19.3,31.0,0.0,0.0,0.0,1009.0,0,10.5,266,38.3,31.2,513.0,16.3,18.6,124.0,0.3,12.0,0.0
2025-10-14 14:00:00+00:00,27.8,67,21.2,31.0,0.0,0.0,0.0,1009.2,0,8.9,277,41.1,34.6,706.0,26.6,17.0,91.0,0.27,12.0,0.0
2025-10-14 15:00:00+00:00,27.1,72,21.6,30.6,0.0,0.0,0.0,1009.7,0,8.4,286,41.0,34.7,819.0,34.2,15.7,66.0,0.24,11.0,0.0
2025-10-14 16:00:00+00:00,26.5,74,21.6,30.1,0.0,0.0,0.0,1009.8,0,7.7,298,40.5,34.5,786.0,36.6,15.1,59.0,0.21,11.0,0.0
2025-10-14 17:00:00+00:00,26.4,70,20.5,29.3,0.0,0.0,0.0,1009.6,0,8.3,284,40.4,34.5,672.0,36.2,14.8,60.0,0.19,10.0,0.0
2025-10-14 18:00:00+00:00,25.8,73,20.5,28.8,0.0,0.0,0.0,1009.6,0,7.9,291,40.7,34.7,551.0,34.6,14.3,62.0,0.18,10.0,0.0
2025-10-14 19:00:00+00:00,25.6,72,20.2,28.3,0.0,0.0,0.0,1009.3,0,8.6,311,40.4,34.3,432.0,32.2,13.3,61.0,0.17,9.0,0.0
2025-10-14 20:00:00+00:00,24.9,77,20.5,27.7,0.0,0.0,0.0,1009.3,0,8.8,332,39.5,33.9,306.0,28.5,12.2,61.0,0.17,8.0,0.0
2025-10-14 21:00:00+00:00,24.5,78,20.3,27.1,0.0,0.0,0.0,1009.0,0,9.2,332,37.5,32.6,219.0,24.6,11.2,62.0,0.18,8.0,0.0
2025-10-14 22:00:00+00:00,24.1,79,20.2,26.8,0.0,0.0,0.0,1008.8,0,8.8,340,35.6,30.6,159.0,19.3,10.4,66.0,0.19,8.0,0.0
2025-10-14 23:00:00+00:00,23.6,84,20.6,26.4,0.0,0.0,0.0,1008.8,0,9.1,350,34.3,29.1,138.0,13.6,9.8,71.0,0.21,9.0,0.0
2025-10-15 00:00:00+00:00,23.7,86,21.2,26.7,0.0,0.0,0.0,1009.0,0,10.0,342,33.9,28.1,237.0,10.7,9.3,75.0,0.2,9.0,0.0
2025-10-15 01:00:00+00:00,23.7,82,20.4,26.3,0.0,0.0,0.0,1009.3,0,9.9,335,34.2,28.2,602.0,17.4,9.9,66.0,0.2,9.0,0.0
2025-10-15 02:00:00+00:00,23.9,76,19.4,26.1,0.0,0.0,0.0,1010.0,0,9.0,338,36.9,30.7,1088.0,26.2,10.7,56.0,0.19,9.0,0.15
2025-10-15 03:00:00+00:00,25.3,66,18.5,27.4,0.0,0.0,0.0,1010.5,0,6.7,336,39.3,34.2,1338.0,30.2,12.2,57.0,0.18,9.0,0.95
2025-10-15 04:00:00+00:00,28.1,50,16.6,29.3,0.0,0.0,0.0,1010.8,0,7.6,335,37.8,31.0,1118.0,24.5,15.0,80.0,0.17,9.0,2.6
2025-10-15 05:00:00+00:00,30.7,33,12.6,30.1,0.0,0.0,0.0,1010.8,0,9.8,332,32.0,26.1,663.0,14.0,18.3,116.0,0.16,9.0,4.8
2025-10-15 06:00:00+00:00,32.4,26,10.6,32.2,0.0,0.0,0.0,1010.8,0,9.0,323,26.1,21.7,324.0,6.0,20.5,144.0,0.16,8.0,6.65
2025-10-15 07:00:00+00:00,33.5,22,8.9,34.0,0.0,0.0,0.0,1009.9,0,5.5,314,21.0,17.7,253.0,3.6,20.2,158.0,0.18,7.0,7.4
2025-10-15 08:00:00+00:00,34.1,20,8.3,34.8,0.0,0.0,0.0,1009.0,0,4.5,268,20.3,17.5,298.0,3.7,18.7,166.0,0.2,6.0,6.85
2025-10-15 09:00:00+00:00,34.3,21,8.9,33.9,0.0,0.0,0.0,1008.3,0,9.3,252,21.1,18.4,348.0,4.6,17.9,170.0,0.22,5.0,5.15
2025-10-15 10:00:00+00:00,33.9,23,10.0,32.5,0.0,0.0,0.0,1007.8,2,13.4,259,22.3,19.6,364.0,5.0,18.8,174.0,0.24,5.0,3.05
2025-10-15 11:00:00+00:00,33.1,25,10.6,30.9,0.0,0.0,0.0,1007.6,3,15.7,265,23.3,20.5,385.0,6.2,20.3,173.0,0.26,5.0,1.3
2025-10-15 12:00:00+00:00,31.2,32,12.5,29.7,0.0,0.0,0.0,1008.2,2,15.7,274,28.6,25.4,422.0,10.1,21.5,166.0,0.3,6.0,0.3
2025-10-15 13:00:00+00:00,29.4,43,15.7,29.6,0.0,0.0,0.0,1008.8,0,11.7,290,37.0,34.3,490.0,20.6,20.8,137.0,0.28,6.0,0.0
2025-10-15 14:00:00+00:00,28.1,55,18.3,29.7,0.0,0.0,0.0,1009.1,0,9.8,306,41.6,38.6,574.0,35.1,19.8,96.0,0.26,5.0,0.0
2025-10-15 15:00:00+00:00,27.3,63,19.6,29.3,0.0,0.0,0.0,1009.3,0,11.3,309,41.0,37.8,643.0,45.3,18.9,66.0,0.23,5.0,0.0
2025-10-15 16:00:00+00:00,26.8,62,18.8,28.6,0.0,0.0,0.0,1009.8,0,9.8,313,41.0,37.8,702.0,47.9,18.5,55.0,0.22,5.0,0.0
2025-10-15 17:00:00+00:00,26.4,61,18.4,28.4,0.0,0.0,0.0,1010.2,0,7.8,326,41.1,38.2,746.0,46.3,18.4,53.0,0.2,4.0,0.0
2025-10-15 18:00:00+00:00,25.7,65,18.8,27.8,0.0,0.0,0.0,1010.2,0,7.8,338,41.0,38.2,730.0,42.6,17.8,55.0,0.19,4.0,0.0
2025-10-15 19:00:00+00:00,25.7,68,19.2,28.0,0.0,0.0,0.0,1010.0,0,7.9,325,39.6,37.0,603.0,36.5,16.5,58.0,0.18,4.0,0.0
2025-10-15 20:00:00+00:00,25.2,74,20.1,27.8,0.0,0.0,0.0,1009.7,0,8.6,323,36.3,34.0,416.0,28.4,14.8,65.0,0.19,3.0,0.0
2025-10-15 21:00:00+00:00,24.7,77,20.5,27.4,0.0,0.0,0.0,1009.3,0,9.7,332,32.8,30.6,280.0,21.4,13.3,71.0,0.2,3.0,0.0
2025-10-15 22:00:00+00:00,24.8,70,19.1,26.7,0.0,0.0,0.0,1008.9,0,10.2,334,29.9,27.6,209.0,15.5,12.0,77.0,0.21,3.0,0.0
2025-10-15 23:00:00+00:00,24.8,60,16.4,25.5,0.0,0.0,0.0,1008.9,0,10.2,332,27.6,25.4,189.0,10.7,10.9,82.0,0.21,3.0,0.0
2025-10-16 00:00:00+00:00,24.4,58,15.5,25.0,0.0,0.0,0.0,1009.0,0,8.8,332,28.8,26.7,283.0,14.0,11.9,74.0,0.2,3.0,0.0
2025-10-16 01:00:00+00:00,24.2,52,13.8,24.2,0.0,0.0,0.0,1009.5,0,8.5,335,27.9,25.8,615.0,24.1,12.9,64.0,0.19,3.0,0.0
2025-10-16 02:00:00+00:00,24.3,46,12.0,23.7,0.0,0.0,0.0,1010.2,0,8.7,339,30.6,28.5,1061.0,37.4,14.4,51.0,0.19,3.0,0.15
2025-10-16 03:00:00+00:00,26.0,39,10.9,25.2,0.0,0.0,0.0,1010.6,0,7.1,330,36.1,34.3,1312.0,43.4,16.6,52.0,0.18,3.0,0.95
2025-10-16 04:00:00+00:00,28.7,32,10.6,28.1,0.0,0.0,0.0,1011.1,0,5.6,339,33.6,31.0,1178.0,34.8,20.3,79.0,0.18,4.0,2.55
2025-10-16 05:00:00+00:00,31.6,27,10.3,30.9,0.0,0.0,0.0,1011.2,0,5.7,347,29.7,25.8,848.0,18.9,24.6,120.0,0.19,6.0,4.65
2025-10-16 06:00:00+00:00,33.8,19,7.2,33.8,0.0,0.0,0.0,1011.0,0,2.4,42,23.1,19.2,584.0,6.9,26.9,152.0,0.2,8.0,6.45
2025-10-16 07:00:00+00:00,34.7,18,6.6,34.5,0.0,0.0,0.0,1010.0,0,6.2,144,22.6,18.4,488.0,3.4,25.5,168.0,0.22,9.0,7.25
2025-10-16 08:00:00+00:00,34.8,20,8.5,34.8,0.0,0.0,0.0,1009.3,0,8.9,174,23.7,19.2,458.0,3.8,22.1,176.0,0.24,9.0,6.7
2025-10-16 09:00:00+00:00,34.7,22,9.9,34.4,0.0,0.0,0.0,1008.5,0,10.7,203,24.5,19.7,446.0,5.0,19.7,179.0,0.26,9.0,5.05
2025-10-16 10:00:00+00:00,34.5,23,10.3,33.4,0.0,0.0,0.0,1008.1,0,11.9,229,25.0,20.1,428.0,5.0,19.5,180.0,0.27,9.0,3.0
2025-10-16 11:00:00+00:00,33.9,24,10.2,32.1,0.0,0.0,0.0,1008.2,0,13.1,254,25.4,20.6,429.0,5.9,20.2,177.0,0.27,9.0,1.25
2025-10-16 12:00:00+00:00,32.9,26,10.8,31.4,0.0,0.0,0.0,1008.7,0,11.7,272,25.7,21.7,471.0,10.6,22.1,167.0,0.28,8.0,0.3
2025-10-16 13:00:00+00:00,31.6,29,11.4,30.7,0.0,0.0,0.0,1009.0,0,9.3,295,36.0,32.6,590.0,22.3,21.2,137.0,0.26,7.0,0.0
2025-10-16 14:00:00+00:00,30.3,35,12.9,30.1,0.0,0.0,0.0,1009.6,0,7.3,300,40.9,38.0,751.0,38.6,20.0,96.0,0.25,6.0,0.0
2025-10-16 15:00:00+00:00,28.7,44,15.2,29.4,0.0,0.0,0.0,1010.3,0,6.9,309,41.8,38.6,872.0,50.8,19.3,64.0,0.24,5.0,0.0
2025-10-16 16:00:00+00:00,27.9,49,16.3,29.0,0.0,0.0,0.0,1011.0,0,7.3,324,43.7,39.9,931.0,55.4,19.5,52.0,0.23,5.0,0.0
2025-10-16 17:00:00+00:00,27.5,52,16.7,28.7,0.0,0.0,0.0,1011.2,0,8.0,335,45.9,41.9,949.0,56.0,20.2,50.0,0.22,6.0,0.0
2025-10-16 18:00:00+00:00,26.7,54,16.6,27.9,0.0,0.0,0.0,1011.2,0,6.8,2,48.5,44.2,909.0,55.3,20.5,48.0,0.2,7.0,0.0
2025-10-16 19:00:00+00:00,26.2,54,16.1,27.4,0.0,0.0,0.0,1011.0,0,6.2,334,51.8,47.1,772.0,54.7,20.1,43.0,0.19,7.0,0.0
2025-10-16 20:00:00+00:00,25.6,57,16.4,27.2,0.0,0.0,0.0,1011.0,0,4.3,345,52.6,47.8,576.0,52.9,19.3,39.0,0.19,8.0,0.0
2025-10-16 21:00:00+00:00,24.9,60,16.6,26.6,0.0,0.0,0.0,1010.9,0,3.6,354,50.5,45.9,425.0,48.4,18.3,40.0,0.18,8.0,0.0
2025-10-16 22:00:00+00:00,24.2,63,16.6,25.5,0.0,0.0,0.0,1010.8,0,6.2,339,46.2,41.7,324.0,37.8,16.8,51.0,0.18,8.0,0.0
2025-10-16 23:00:00+00:00,24.1,60,15.9,24.9,0.0,0.0,0.0,1011.0,0,8.2,341,41.2,36.8,268.0,24.4,15.1,67.0,0.18,7.0,0.0
2025-10-17 00:00:00+00:00,24.5,52,14.1,24.5,0.0,0.0,0.0,1011.1,0,8.7,342,38.0,33.5,339.0,19.2,14.7,74.0,0.17,7.0,0.0
2025-10-17 01:00:00+00:00,24.0,50,13.0,23.7,0.0,0.0,0.0,1011.3,0,8.8,343,36.0,31.7,685.0,27.6,15.2,66.0,0.17,6.0,0.0
2025-10-17 02:00:00+00:00,23.9,47,12.1,23.2,0.0,0.0,0.0,1011.9,0,9.4,347,38.3,34.1,1159.0,38.6,16.1,58.0,0.17,6.0,0.15
2025-10-17 03:00:00+00:00,25.8,40,11.1,24.9,0.0,0.0,0.0,1012.5,0,8.7,355,42.3,38.8,1405.0,43.1,17.7,61.0,0.16,6.0,0.95
2025-10-17 04:00:00+00:00,29.1,32,10.6,28.2,0.0,0.0,0.0,1012.4,0,7.0,356,40.6,36.0,1193.0,34.6,21.0,89.0,0.16,7.0,2.6
2025-10-17 05:00:00+00:00,32.1,25,9.4,30.8,0.0,0.0,0.0,1012.5,0,7.8,355,36.3,30.5,753.0,19.6,24.9,129.0,0.16,9.0,4.75
2025-10-17 06:00:00+00:00,33.7,20,8.0,33.2,0.0,0.0,0.0,1012.5,0,6.5,347,31.2,24.8,416.0,8.1,27.0,160.0,0.17,12.0,6.6
2025-10-17 07:00:00+00:00,34.7,18,6.7,35.2,0.0,0.0,0.0,1011.4,0,2.4,297,31.1,19.7,317.0,4.4,25.3,173.0,0.19,17.0,7.35
2025-10-17 08:00:00+00:00,35.1,17,6.2,35.4,0.0,0.0,0.0,1010.4,0,3.7,215,32.0,19.3,322.0,4.2,21.8,178.0,0.21,22.0,6.8
2025-10-17 09:00:00+00:00,35.2,18,7.7,35.0,0.0,0.0,0.0,1009.8,0,6.7,211,32.7,19.4,359.0,5.2,19.4,179.0,0.22,26.0,5.1
2025-10-17 10:00:00+00:00,35.1,19,8.4,34.1,0.0,0.0,0.0,1009.2,0,8.4,208,33.4,19.7,407.0,5.7,19.8,180.0,0.23,27.0,3.05
2025-10-17 11:00:00+00:00,34.1,22,9.7,32.1,0.0,0.0,0.0,1009.2,0,13.0,226,33.8,20.3,487.0,7.3,21.4,177.0,0.24,26.0,1.25
2025-10-17 12:00:00+00:00,32.4,24,9.2,30.1,0.0,0.0,0.0,1009.7,0,14.1,240,28.2,17.7,590.0,13.2,22.2,166.0,0.19,20.0,0.3
2025-10-17 13:00:00+00:00,31.1,28,10.6,30.0,0.0,0.0,0.0,1010.2,0,8.7,284,34.5,28.1,738.0,24.2,21.1,137.0,0.19,16.0,0.0
2025-10-17 14:00:00+00:00,29.7,39,14.1,29.4,0.0,0.0,0.0,1010.5,0,10.8,267,36.9,32.8,909.0,39.5,19.6,98.0,0.19,9.0,0.0
2025-10-17 15:00:00+00:00,28.8,42,14.6,29.3,0.0,0.0,0.0,1011.3,0,7.1,276,37.8,34.5,1029.0,51.6,18.9,67.0,0.19,5.0,0.0
2025-10-17 16:00:00+00:00,28.0,45,15.1,28.7,0.0,0.0,0.0,1011.9,0,6.4,302,39.8,36.6,1082.0,57.9,19.9,54.0,0.19,4.0,0.0
2025-10-17 17:00:00+00:00,27.4,49,15.8,28.3,0.0,0.0,0.0,1012.2,0,6.9,303,43.0,39.5,1084.0,61.0,21.7,51.0,0.18,5.0,0.0
2025-10-17 18:00:00+00:00,26.5,54,16.4,27.9,0.0,0.0,0.0,1012.4,0,5.4,326,47.3,43.2,1006.0,60.7,22.6,50.0,0.16,6.0,0.0
2025-10-17 19:00:00+00:00,25.5,61,17.4,27.0,0.0,0.0,0.0,1012.1,0,7.6,333,49.8,45.4,782.0,56.0,21.9,50.0,0.15,6.0,0.0
2025-10-17 20:00:00+00:00,24.8,73,19.5,26.9,0.0,0.0,0.0,1012.0,0,9.9,325,48.1,43.8,478.0,47.9,20.4,53.0,0.15,5.0,0.0
2025-10-17 21:00:00+00:00,24.6,83,21.5,27.7,0.0,0.0,0.0,1011.2,0,10.6,328,42.0,38.3,259.0,39.1,18.5,58.0,0.16,5.0,0.0
2025-10-17 22:00:00+00:00,24.7,85,22.0,28.2,0.0,0.0,0.0,1011.0,0,9.6,330,36.8,32.9,165.0,28.2,16.0,69.0,0.17,6.0,0.0
2025-10-17 23:00:00+00:00,24.5,84,21.6,27.8,0.0,0.0,0.0,1010.9,0,9.2,339,33.2,29.0,157.0,16.7,13.2,83.0,0.17,6.0,0.0
2025-10-18 00:00:00+00:00,24.2,76,19.8,26.7,0.0,0.0,0.0,1010.9,0,8.9,342,34.0,29.8,285.0,15.5,14.3,83.0,0.17,6.0,0.0
2025-10-18 01:00:00+00:00,23.7,71,18.2,25.4,0.0,0.0,0.0,1010.9,0,8.9,342,34.0,29.5,691.0,25.1,14.9,72.0,0.17,6.0,0.0
2025-10-18 02:00:00+00:00,23.3,67,16.8,24.4,0.0,0.0,0.0,1011.4,0,8.3,346,38.3,33.8,1234.0,37.9,16.0,58.0,0.17,6.0,0.15
2025-10-18 03:00:00+00:00,24.7,57,15.5,25.5,0.0,0.0,0.0,1011.7,0,7.0,350,43.3,39.0,1539.0,43.9,17.9,58.0,0.17,7.0,0.95
2025-10-18 04:00:00+00:00,27.8,44,14.5,28.6,0.0,0.0,0.0,1012.1,0,4.3,343,44.2,39.2,1376.0,36.4,21.7,84.0,0.17,10.0,2.55
